OBJECTID,FIPS,geoid_v2,COUNTY,STATE,POPULATION,SQMI,Point_Count,Shape__Area,Shape__Length
92,06037543502,6037543502,Los Angeles,CA,4657,0.43,0,12679.4689941406,2401.46266328505
93,06037543503,6037543503,Los Angeles,CA,5692,0.65,0,12461.3607559204,2483.84272021148
94,06037543602,6037543602,Los Angeles,CA,7830,0.63,0,2003.6466217041,451.358772333857
95,06037543603,6037543603,Los Angeles,CA,3752,0.57,0,13898.1943511963,3158.50889940335
96,06037650101,6037650101,Los Angeles,CA,5970,0.73,0,6319.34635925293,1290.33447016462
97,06037650901,6037650901,Los Angeles,CA,5976,1.37,0,4527.70711517334,2074.14523721734
98,06037651001,6037651001,Los Angeles,CA,5650,0.56,0,8054.07415008545,1640.28058509149
99,06037670001,6037670001,Los Angeles,CA,3434,0.36,0,194.993545532227,81.518856657001
100,06037670002,6037670002,Los Angeles,CA,4099,0.33,0,277.356834411621,99.4952152704769
101,06037670100,6037670100,Los Angeles,CA,6900,0.56,0,4347.60436248779,686.750429603282
102,06037670701,6037670701,Los Angeles,CA,6935,1.16,0,17856.8133392334,5304.56950202965
103,06037980005,6037980005,Los Angeles,CA,0,1.59,44,75874.0898513794,2254.7624218781
104,06037980015,6037980015,Los Angeles,CA,558,2.11,12,5370064.45287323,12354.5156594424
105,06037294110,6037294110,Los Angeles,CA,4016,0.38,39,980736.34262085,5100.22364663955
106,06037294120,6037294120,Los Angeles,CA,2407,0.6,0,1555825.28997803,5195.50851455356
107,06037294200,6037294200,Los Angeles,CA,4883,0.37,0,954039.23248291,3923.71758598311
108,06037294510,6037294510,Los Angeles,CA,4311,0.2,0,514332.148521423,2974.81188376187
109,06037294520,6037294520,Los Angeles,CA,3748,0.19,0,486442.650398254,2880.88258281767
110,06037294610,6037294610,Los Angeles,CA,4089,0.32,0,814519.192741394,3594.25487413523
111,06037294620,6037294620,Los Angeles,CA,4280,0.33,0,860505.252243042,3889.89219478803
112,06037294701,6037294701,Los Angeles,CA,2964,0.67,73,1724511.74729919,5999.95058920011
113,06037294810,6037294810,Los Angeles,CA,3944,0.12,0,316694.321495056,2283.47482952949
114,06037294820,6037294820,Los Angeles,CA,3366,0.15,13,386523.367385864,2478.62104072727
115,06037294830,6037294830,Los Angeles,CA,3821,0.34,25,882962.601318359,4167.11312024754
116,06037543400,6037543400,Los Angeles,CA,4090,1.2,0,5446.17877960205,758.695029395861
117,06037543703,6037543703,Los Angeles,CA,3488,0.4,0,862.016593933105,1392.0066995643
118,06037543905,6037543905,Los Angeles,CA,4526,1.06,0,3839.87251281738,1178.22933563612
119,06037544002,6037544002,Los Angeles,CA,3241,0.44,0,4400.60164642334,520.738829732417
120,06037572301,6037572301,Los Angeles,CA,4000,0.31,0,13652.5156478882,1799.88792548143
121,06037572800,6037572800,Los Angeles,CA,1037,0.4,0,423.716117858887,436.949673718795
122,06037575500,6037575500,Los Angeles,CA,76,0.52,0,3216.15348052979,663.325352846663
123,06037980002,6037980002,Los Angeles,CA,0,2.69,0,15785.7902526855,4601.96264343595
124,06037980014,6037980014,Los Angeles,CA,241,2.52,63,6371628.02052307,25417.7234737535
125,06037237720,6037237720,Los Angeles,CA,3147,0.13,166,325353.290779114,2649.72490445622
126,06037238310,6037238310,Los Angeles,CA,4765,0.15,270,396827.840957642,2927.32309616228
127,06037238320,6037238320,Los Angeles,CA,4007,0.18,237,472476.129188538,2959.58602433083
128,06037240300,6037240300,Los Angeles,CA,5952,0.31,162,815128.922042847,3662.91821561292
129,06037240401,6037240401,Los Angeles,CA,5543,0.27,126,685828.410926819,3457.74088726619
130,06037240402,6037240402,Los Angeles,CA,3907,0.23,0,603452.796348572,3382.04782469801
131,06037241120,6037241120,Los Angeles,CA,4617,0.25,39,658168.036323547,3548.94632310625
132,06037241201,6037241201,Los Angeles,CA,2806,0.19,0,483355.391548157,3090.73598603781
133,06037241202,6037241202,Los Angeles,CA,5175,0.45,29,1166008.72650909,4320.35300077955
134,06037241300,6037241300,Los Angeles,CA,2377,0.2,59,522489.960746765,3554.1473350427
135,06037291110,6037291110,Los Angeles,CA,3548,0.28,62,704933.453262329,3820.20375291318
136,06037291120,6037291120,Los Angeles,CA,2110,0.27,247,696299.837600708,3492.51420679128
137,06037291130,6037291130,Los Angeles,CA,4041,0.51,148,1292272.33560944,4789.30740106622
138,06037291210,6037291210,Los Angeles,CA,5132,0.48,88,1240675.97084808,4734.23516842265
139,06037291220,6037291220,Los Angeles,CA,3355,0.32,21,809959.543830872,3766.56939017449
140,06037237800,6037237800,Los Angeles,CA,4406,0.37,17,974268.445892334,4036.6325178112
141,06037237900,6037237900,Los Angeles,CA,3699,0.38,0,979934.487068176,4040.23556926351
142,06037238000,6037238000,Los Angeles,CA,6023,0.64,11,1661579.61026001,6442.33362410321
143,06037238100,6037238100,Los Angeles,CA,4520,0.38,0,982035.651496887,4043.49070651096
144,06037238200,6037238200,Los Angeles,CA,5250,0.4,154,1020435.91196442,4299.86591033167
145,06037238400,6037238400,Los Angeles,CA,4350,0.5,41,1300012.45994568,4847.54207573873
146,06037600100,6037600100,Los Angeles,CA,6932,0.29,0,4767.46604919434,2330.28946737527
147,06037600201,6037600201,Los Angeles,CA,4556,0.23,0,3685.00011444092,1887.14106683883
148,06037600202,6037600202,Los Angeles,CA,6441,0.32,0,3451.71469116211,1508.77836865454
149,06037600304,6037600304,Los Angeles,CA,3370,0.17,0,6147.31354522705,1998.00439108154
150,06037600400,6037600400,Los Angeles,CA,3982,0.38,0,241.403091430664,721.100633803897
151,06037600702,6037600702,Los Angeles,CA,4241,0.95,0,1516.78297424316,1612.37116382438
152,06037600704,6037600704,Los Angeles,CA,2889,0.36,0,1043.96769714355,1548.15050019785
153,06037600801,6037600801,Los Angeles,CA,3265,0.38,0,3963.16980743408,2467.87756040583
154,06037600802,6037600802,Los Angeles,CA,2623,0.75,0,7678.27545928955,1636.57147603451
155,06037602801,6037602801,Los Angeles,CA,3581,0.49,0,8949.15496063232,2149.86554150633
156,06037602802,6037602802,Los Angeles,CA,4494,0.52,0,5767.80187225342,1622.37738464874
157,06037602900,6037602900,Los Angeles,CA,4444,1.08,0,5496.7113571167,1627.98129097877
158,06037603001,6037603001,Los Angeles,CA,7252,0.44,0,827.876838684082,520.486388315
159,06037603004,6037603004,Los Angeles,CA,1541,0.09,0,379.49422454834,382.998955233447
160,06037603101,6037603101,Los Angeles,CA,4193,0.34,0,562.281455993652,940.325418311241
161,06037603102,6037603102,Los Angeles,CA,4171,0.29,0,784.890480041504,1978.9077356757
162,06037603200,6037603200,Los Angeles,CA,2827,0.43,0,5498.38832855225,3109.07975752213
163,06037650200,6037650200,Los Angeles,CA,5787,0.94,0,1064.56314849854,321.895376145251
164,06037239502,6037239502,Los Angeles,CA,3441,0.2,128,505679.293289185,3275.595652335
165,06037239602,6037239602,Los Angeles,CA,3312,0.14,0,359966.231689453,2832.87545250053
166,06037239701,6037239701,Los Angeles,CA,4481,0.16,36,409565.818000793,2893.05834214093
167,06037239702,6037239702,Los Angeles,CA,4034,0.19,79,483376.525291443,3051.89085721168
168,06037239801,6037239801,Los Angeles,CA,3535,0.14,61,370796.188011169,3027.30736229391
169,06037239802,6037239802,Los Angeles,CA,5085,0.23,14,609676.139503479,3417.84273956633
170,06037240010,6037240010,Los Angeles,CA,3622,0.23,153,587879.353393555,3726.25653366152
171,06037240020,6037240020,Los Angeles,CA,5325,0.28,18,719095.693069458,3910.66255171684
172,06037240200,6037240200,Los Angeles,CA,5484,0.29,122,745397.438545227,3431.57176182073
173,06037240500,6037240500,Los Angeles,CA,5782,0.31,16,811345.133827209,3730.93191379225
174,06037240600,6037240600,Los Angeles,CA,5086,0.26,14,674510.092277527,3436.43620843337
175,06037240700,6037240700,Los Angeles,CA,6395,0.46,69,1187461.13077545,4546.53812377501
176,06037240800,6037240800,Los Angeles,CA,4480,0.25,27,646311.78427887,4113.5131741958
177,06037240900,6037240900,Los Angeles,CA,5983,0.41,51,1059437.47332764,4334.42135838748
178,06037241001,6037241001,Los Angeles,CA,4378,0.35,9,905328.026031494,5567.63039614205
179,06037241002,6037241002,Los Angeles,CA,3547,0.28,1,706570.442695618,3949.89367770734
180,06037241110,6037241110,Los Angeles,CA,3296,0.19,42,486960.879844666,3209.75226972396
181,06037241400,6037241400,Los Angeles,CA,3509,0.22,0,570627.365722656,3312.56786920401
182,06037242000,6037242000,Los Angeles,CA,4016,0.25,104,642128.643356323,3228.60459221805
183,06037242100,6037242100,Los Angeles,CA,2817,0.11,89,274687.500778198,3206.328448846
184,06037242200,6037242200,Los Angeles,CA,6732,0.31,439,814611.133178711,3944.59041255631
185,06037242300,6037242300,Los Angeles,CA,4881,0.24,192,626143.364891052,3501.42894451232
186,06037242600,6037242600,Los Angeles,CA,4634,0.18,300,476253.906387329,2788.410743382
187,06037242700,6037242700,Los Angeles,CA,5414,0.39,383,1016732.01661682,4368.21278984035
188,06037243000,6037243000,Los Angeles,CA,7140,0.27,463,709791.387191772,3369.64984856192
189,06037243100,6037243100,Los Angeles,CA,5498,0.24,114,604424.513160706,3273.28032750744
190,06037535101,6037535101,Los Angeles,CA,7368,0.44,0,11349.6959075928,1834.04906737996
191,06037535200,6037535200,Los Angeles,CA,6175,0.33,0,18613.8883361816,5132.13414770044
192,06037535400,6037535400,Los Angeles,CA,3630,0.36,0,184535.449554443,5813.59025429425
193,06037535606,6037535606,Los Angeles,CA,1897,0.07,0,3544.51972961426,444.122584055704
194,06037535607,6037535607,Los Angeles,CA,4640,0.37,0,8150.62654876709,842.137681882687
195,06037540300,6037540300,Los Angeles,CA,5405,0.59,0,9603.88624572754,1699.2379272813
196,06037540400,6037540400,Los Angeles,CA,2480,0.13,0,4569.90196990967,1884.25212853944
197,06037540501,6037540501,Los Angeles,CA,7071,0.57,0,42.4179534912109,26.4638072538536
198,06037540600,6037540600,Los Angeles,CA,4493,0.36,0,10728.2560882568,1634.15727354654
199,06037540700,6037540700,Los Angeles,CA,3124,0.45,0,12916.3685684204,3306.37893706919
200,06037540800,6037540800,Los Angeles,CA,5154,0.76,0,14.1698684692383,63.4458684907173
201,06037540901,6037540901,Los Angeles,CA,5376,0.44,0,4308.43578338623,1519.33566814324
202,06037541001,6037541001,Los Angeles,CA,1181,1.01,0,11788.9618835449,2746.67122973461
203,06037541002,6037541002,Los Angeles,CA,3241,1.32,0,29041.7781829834,5122.93184124718
204,06037262303,6037262303,Los Angeles,CA,3321,1,0,2582918.88108444,8909.06323777988
205,06037262501,6037262501,Los Angeles,CA,3710,0.68,0,1762374.73857498,6578.23084017617
206,06037262802,6037262802,Los Angeles,CA,3735,1.31,0,3324130.52861786,11691.0838870945
207,06037264000,6037264000,Los Angeles,CA,3412,0.72,0,1868260.46849823,6973.83516125149
208,06037264102,6037264102,Los Angeles,CA,2921,0.16,0,400549.586204529,3172.56466214061
209,06037264103,6037264103,Los Angeles,CA,2395,0.09,0,226527.436061859,2226.1203805338
210,06037264301,6037264301,Los Angeles,CA,4830,0.16,0,421493.727279663,2643.70207716424
211,06037264302,6037264302,Los Angeles,CA,5756,0.66,0,1682197.26501083,6680.2799514625
212,06037265301,6037265301,Los Angeles,CA,9396,0.62,39,1599264.39781952,6179.64218634443
213,06037265303,6037265303,Los Angeles,CA,4797,0.06,0,146346.073051453,1751.8750673072
214,06037265304,6037265304,Los Angeles,CA,3687,0.05,0,127865.523891449,1767.30766585918
215,06037265305,6037265305,Los Angeles,CA,4081,0.12,0,318356.79655838,3014.26179981485
216,06037265410,6037265410,Los Angeles,CA,1600,0.21,0,551182.927600861,4224.1020319586
217,06037265420,6037265420,Los Angeles,CA,1840,0.28,0,728781.121650696,3724.26245914845
218,06037265510,6037265510,Los Angeles,CA,4111,0.15,0,386450.945262909,2544.07044107856
219,06037267300,6037267300,Los Angeles,CA,3928,0.17,0,443106.734092712,3027.14069030265
220,06037267402,6037267402,Los Angeles,CA,4823,0.17,0,428474.647079468,2697.3494591426
221,06037267403,6037267403,Los Angeles,CA,3104,0.1,0,232603.51934433,2379.58982759865
222,06037267404,6037267404,Los Angeles,CA,2973,0.11,0,284732.992843628,2252.75809307683
223,06037267501,6037267501,Los Angeles,CA,5400,0.18,0,453931.217350006,2758.51947826939
224,06037267502,6037267502,Los Angeles,CA,3313,0.17,0,436402.898281097,2726.25351794755
225,06037267600,6037267600,Los Angeles,CA,2640,0.49,0,1264937.09134293,4630.05183948946
226,06037267700,6037267700,Los Angeles,CA,3141,0.31,0,799205.486068726,3738.20724015217
227,06037271400,6037271400,Los Angeles,CA,3342,0.45,0,1138574.51504135,4445.21906416815
228,06037273100,6037273100,Los Angeles,CA,2319,0.45,0,1173265.38877487,4701.82685697348
229,06037273200,6037273200,Los Angeles,CA,3734,0.25,0,639129.845016479,3496.08880503421
230,06037273300,6037273300,Los Angeles,CA,3831,0.22,0,571258.043292999,3412.58989178215
231,06037273402,6037273402,Los Angeles,CA,3363,0.31,0,625492.001045227,3448.60960487289
232,06037273502,6037273502,Los Angeles,CA,2833,0.25,0,574373.166103363,3278.58297263903
233,06037273600,6037273600,Los Angeles,CA,2455,0.22,0,579936.899349213,3261.89862212909
234,06037273700,6037273700,Los Angeles,CA,2951,0.26,0,685822.521110535,3342.30220913607
235,06037273800,6037273800,Los Angeles,CA,3066,0.29,0,758760.916542053,5037.01253859426
236,06037273902,6037273902,Los Angeles,CA,4294,0.37,0,908761.401603699,4170.18557424133
237,06037274100,6037274100,Los Angeles,CA,4480,0.24,0,612758.656036377,4313.99619583821
238,06037274202,6037274202,Los Angeles,CA,4570,0.38,0,952455.097293854,5439.62420844114
239,06037701100,6037701100,Los Angeles,CA,726,0.96,0,213056.321331024,11053.8000906645
240,06037701201,6037701201,Los Angeles,CA,4519,0.74,0,4133.43740081787,713.454017812536
241,06037701304,6037701304,Los Angeles,CA,6481,0.82,0,11328.8707313538,2081.38436161525
242,06037701601,6037701601,Los Angeles,CA,4277,0.47,0,2722.76137542725,1374.88513218392
243,06037701602,6037701602,Los Angeles,CA,4120,0.26,0,4258.87046813965,863.648428565133
244,06037701701,6037701701,Los Angeles,CA,3353,0.25,0,3743.87228775024,842.580711285341
245,06037701801,6037701801,Los Angeles,CA,5797,0.73,0,11700.741443634,2613.22961338626
246,06037702102,6037702102,Los Angeles,CA,6498,0.4,0,8987.59189987183,2814.70899749077
247,06037702202,6037702202,Los Angeles,CA,3713,0.39,0,878.310653686523,830.564969441814
248,06037702300,6037702300,Los Angeles,CA,6363,1,0,2057.15535354614,1267.75432391994
249,06037702901,6037702901,Los Angeles,CA,9420,0.91,0,56818.9821205139,10715.1731250895
250,06037236000,6037236000,Los Angeles,CA,4140,1.55,0,2221144.17697144,11368.7089762205
251,06037269903,6037269903,Los Angeles,CA,3429,0.11,0,279505.235702515,2327.2641415535
252,06037269905,6037269905,Los Angeles,CA,2386,0.09,0,227450.380298615,2595.73668620939
253,06037271801,6037271801,Los Angeles,CA,3629,0.18,0,474219.154335022,2890.9403014916
254,06037271802,6037271802,Los Angeles,CA,6217,0.22,0,577032.619083405,3046.93103339156
255,06037271901,6037271901,Los Angeles,CA,3106,0.25,0,649551.946773529,3240.28269291732
256,06037272301,6037272301,Los Angeles,CA,2960,0.24,0,601646.166900635,3891.34904028818
257,06037272302,6037272302,Los Angeles,CA,4118,0.2,0,505028.903057098,3225.33264093952
258,06037275101,6037275101,Los Angeles,CA,1256,0.14,0,344923.502799988,3197.88212756958
259,06037275102,6037275102,Los Angeles,CA,4252,0.25,0,618767.729686737,3683.80597929021
260,06037275200,6037275200,Los Angeles,CA,3893,0.18,0,464657.383647919,3213.30859936887
261,06037275311,6037275311,Los Angeles,CA,4974,0.5,0,1279180.09922791,5200.90793132715
262,06037275500,6037275500,Los Angeles,CA,5427,0.3,0,782473.974098206,3576.85159359521
263,06037275602,6037275602,Los Angeles,CA,6606,0.99,0,2441613.36909485,9004.30379878658
264,06037275603,6037275603,Los Angeles,CA,2632,0.4,0,1025892.46134949,5127.9188636046
265,06037276100,6037276100,Los Angeles,CA,5877,0.37,0,936470.88187027,7861.95543128734
266,06037277000,6037277000,Los Angeles,CA,5452,0.89,0,2295409.71437073,6675.0560346927
267,06037601301,6037601301,Los Angeles,CA,1962,0.24,0,3144.47988891602,798.74457802503
268,06037702501,6037702501,Los Angeles,CA,4686,0.52,0,6350.60359191895,879.302706745636
269,06037702502,6037702502,Los Angeles,CA,4115,0.72,0,64430.4238891602,3216.92324990735
270,06037702600,6037702600,Los Angeles,CA,6108,0.84,0,20066.9278450012,3880.01252392989
271,06037702700,6037702700,Los Angeles,CA,3406,0.52,0,2323.6741027832,847.716184806103
272,06037702801,6037702801,Los Angeles,CA,5221,0.47,0,2572.35521697998,2349.60038255658
273,06037702802,6037702802,Los Angeles,CA,2230,0.23,0,12950.6368331909,2922.25539438874
274,06037703001,6037703001,Los Angeles,CA,5985,1.78,0,12417.8298377991,2383.34583393721
275,06037703002,6037703002,Los Angeles,CA,6320,1.28,0,8322.08005142212,1894.32214780701
276,06037271500,6037271500,Los Angeles,CA,3063,0.35,0,918309.491542816,3970.80303068408
277,06037271600,6037271600,Los Angeles,CA,4539,0.35,0,899686.389259338,3825.01466776889
278,06037271902,6037271902,Los Angeles,CA,3990,0.36,0,921268.254730225,3874.96921859723
279,06037272100,6037272100,Los Angeles,CA,4492,0.46,0,1202317.22879028,4497.16089681535
280,06037272201,6037272201,Los Angeles,CA,2368,0.1,0,254289.002510071,2018.34156347384
281,06037272202,6037272202,Los Angeles,CA,3382,0.12,0,310205.95999527,2666.76706091719
282,06037275302,6037275302,Los Angeles,CA,4775,0.69,0,1788789.83190155,5495.74552275194
283,06037275400,6037275400,Los Angeles,CA,4099,0.29,0,749912.565879822,4001.67438603573
284,06037702803,6037702803,Los Angeles,CA,3045,0.31,0,22214.6926994324,6792.29171421763
285,06037214600,6037214600,Los Angeles,CA,2480,0.22,0,581493.556606293,3083.62664575094
286,06037214700,6037214700,Los Angeles,CA,2530,0.23,0,590286.044620514,3100.66715501286
287,06037214800,6037214800,Los Angeles,CA,2590,0.22,0,575297.963005066,3412.17301742209
288,06037214901,6037214901,Los Angeles,CA,3069,0.12,0,307973.760032654,2242.24355167108
289,06037214902,6037214902,Los Angeles,CA,2657,0.2,0,499944.527336121,3027.43421235496
290,06037216300,6037216300,Los Angeles,CA,4645,0.49,0,1275475.23293686,5750.72093244315
291,06037216401,6037216401,Los Angeles,CA,4271,0.16,0,407894.517208099,2596.83399593482
292,06037216402,6037216402,Los Angeles,CA,2644,0.09,0,226320.762115479,1933.20563628835
293,06037216700,6037216700,Los Angeles,CA,3876,0.3,0,774441.268325806,3569.29268053815
294,06037216800,6037216800,Los Angeles,CA,3319,0.29,0,736695.201503754,3516.40412482651
295,06037216900,6037216900,Los Angeles,CA,5130,0.42,0,1097997.95827866,4651.63529596498
296,06037217001,6037217001,Los Angeles,CA,2729,0.21,0,548461.10144043,3322.37143593004
297,06037217002,6037217002,Los Angeles,CA,4948,0.3,0,768405.844234467,3513.98547357568
298,06037218400,6037218400,Los Angeles,CA,4750,0.25,0,648200.403404236,3696.14564111914
299,06037219901,6037219901,Los Angeles,CA,5142,0.2,0,527665.821300507,3069.87074573233
300,06037219902,6037219902,Los Angeles,CA,4087,0.31,0,800462.901130676,4037.77005680154
301,06037220100,6037220100,Los Angeles,CA,2346,0.38,4,975340.984046936,5146.29458342447
302,06037265100,6037265100,Los Angeles,CA,2508,0.91,0,2334772.91644669,7377.84159404703
303,06037265700,6037265700,Los Angeles,CA,4665,0.47,0,1226866.15994263,4612.02255980681
304,06037267100,6037267100,Los Angeles,CA,6279,0.43,0,1102922.98176956,4368.16891623411
305,06037267800,6037267800,Los Angeles,CA,3015,0.44,0,1155761.80149841,4529.23054177002
306,06037267901,6037267901,Los Angeles,CA,2628,0.43,0,1115861.32666016,4632.50805655808
307,06037267902,6037267902,Los Angeles,CA,3511,0.3,0,771802.602153778,3878.06816277907
308,06037269000,6037269000,Los Angeles,CA,5171,0.88,0,2258408.66703033,9226.79563988608
309,06037269100,6037269100,Los Angeles,CA,4531,0.32,0,833277.298595428,3808.99557924143
310,06037269300,6037269300,Los Angeles,CA,3955,0.85,0,2221693.93615723,6229.68522068966
311,06037269500,6037269500,Los Angeles,CA,4039,0.54,0,1407596.40949249,5385.03832034205
312,06037269601,6037269601,Los Angeles,CA,3426,0.13,0,338086.567737579,2294.48561476795
313,06037269602,6037269602,Los Angeles,CA,3336,0.11,0,293101.959518433,2229.67617645612
314,06037269700,6037269700,Los Angeles,CA,4070,0.35,0,909342.478626251,4492.59700359751
315,06037269800,6037269800,Los Angeles,CA,3529,0.18,0,451337.709960938,3667.97504012706
316,06037269904,6037269904,Los Angeles,CA,4086,0.13,0,335817.623313904,2748.66443781206
317,06037269906,6037269906,Los Angeles,CA,3127,0.08,0,208276.465255737,2295.59492081269
318,06037269907,6037269907,Los Angeles,CA,2649,0.11,0,277262.005741119,2332.03611331357
319,06037270100,6037270100,Los Angeles,CA,4574,0.22,0,567056.808258057,3882.21710553969
320,06037270200,6037270200,Los Angeles,CA,3864,0.29,0,750601.229618073,4354.81584081512
321,06037270300,6037270300,Los Angeles,CA,2467,0.38,0,978362.403823853,4106.25364148233
322,06037271100,6037271100,Los Angeles,CA,2530,0.31,0,796084.00611496,4367.13148856938
323,06037271701,6037271701,Los Angeles,CA,5888,0.39,0,996764.819747925,4210.02659256623
324,06037271702,6037271702,Los Angeles,CA,4081,0.27,0,708333.006649017,4064.92209740948
325,06037700801,6037700801,Los Angeles,CA,5380,0.56,0,2534.8772354126,1114.13052675067
326,06037700802,6037700802,Los Angeles,CA,4190,0.26,0,2695.8568649292,1727.83438672679
327,06037700901,6037700901,Los Angeles,CA,4027,0.41,0,8865.12800216675,2782.4089557515
328,06037700902,6037700902,Los Angeles,CA,6635,0.37,0,2006.56407165527,330.16036634282
329,06037701000,6037701000,Los Angeles,CA,5573,0.55,0,15975.3703613281,3410.02280127187
330,06037702400,6037702400,Los Angeles,CA,4602,0.76,0,22365.7511177063,5831.43714270313
331,06037265201,6037265201,Los Angeles,CA,2708,0.17,0,436792.189495087,3418.96885564222
332,06037265202,6037265202,Los Angeles,CA,3504,0.22,0,573734.313774109,3510.5021153273
333,06037265520,6037265520,Los Angeles,CA,4637,0.3,0,764265.348022461,4087.61064319249
334,06037265601,6037265601,Los Angeles,CA,3041,0.24,0,616455.387672424,3491.589285699
335,06037265602,6037265602,Los Angeles,CA,3229,0.13,0,342952.06244278,2812.2487661839
336,06037267200,6037267200,Los Angeles,CA,6006,0.45,0,1179863.49901199,4517.86215536021
337,06037271200,6037271200,Los Angeles,CA,2696,0.2,0,515745.739696503,4154.2084276996
338,06037271300,6037271300,Los Angeles,CA,4436,0.57,0,1474925.10424423,5912.8970278567
339,06037128400,6037128400,Los Angeles,CA,4095,0.67,2313,1727310.93593597,6834.51335228021
340,06037128500,6037128500,Los Angeles,CA,4188,0.38,1344,977231.846492767,4026.04519527388
341,06037128801,6037128801,Los Angeles,CA,3432,0.19,663,490755.43195343,2865.82844936557
342,06037128802,6037128802,Los Angeles,CA,4589,0.37,1296,969363.704715729,4014.60906121182
343,06037128910,6037128910,Los Angeles,CA,4417,0.51,1744,1331860.27651978,5311.73335699732
344,06037139001,6037139001,Los Angeles,CA,5008,0.47,1691,1233426.40470505,5314.41580158986
345,06037139200,6037139200,Los Angeles,CA,5129,0.45,1593,1162253.16604233,4439.78169618319
346,06037139502,6037139502,Los Angeles,CA,2988,0.4,1408,1036493.2437439,5128.32973368037
347,06037139503,6037139503,Los Angeles,CA,5000,0.13,453,340877.548542023,2474.91917387917
348,06037139504,6037139504,Los Angeles,CA,3446,0.12,392,300723.659240723,3406.55582072181
349,06037139600,6037139600,Los Angeles,CA,4630,0.96,2016,2479826.28527832,6314.00081860505
350,06037139701,6037139701,Los Angeles,CA,5182,1.31,2436,3407223.57672119,9935.6363722386
351,06037139702,6037139702,Los Angeles,CA,6378,3.63,2573,9383339.96702957,19689.1032678039
352,06037141302,6037141302,Los Angeles,CA,5566,0.49,1462,1271331.8889389,5184.43008817888
353,06037141303,6037141303,Los Angeles,CA,3188,0.1,351,265848.184375763,2152.43880161253
354,06037141304,6037141304,Los Angeles,CA,2771,0.28,693,707219.048366547,4300.44845561214
355,06037141400,6037141400,Los Angeles,CA,4385,0.77,2352,1996240.35786057,5926.10704450256
356,06037141500,6037141500,Los Angeles,CA,3095,1.29,909,3350345.52733231,9585.60597684358
357,06037141600,6037141600,Los Angeles,CA,3978,1.49,1194,3855680.73492813,11342.185759647
358,06037262100,6037262100,Los Angeles,CA,3628,3.39,14,8793043.07271576,21341.0086253667
359,06037262200,6037262200,Los Angeles,CA,4991,3.31,111,8549518.70878601,15721.44442946
360,06037262301,6037262301,Los Angeles,CA,2778,5.02,1143,12997017.6331749,22462.8809499364
361,06037262302,6037262302,Los Angeles,CA,2904,1.21,0,3139548.19416809,10123.6979107255
362,06037262400,6037262400,Los Angeles,CA,3191,4.44,143,11494238.5354729,23903.9986617413
363,06037980024,6037980024,Los Angeles,CA,194,3.2,4507,8295914.63395691,14020.5590835199
364,06037194102,6037194102,Los Angeles,CA,3465,1.36,0,3524561.27617264,11204.1250832942
365,06037194200,6037194200,Los Angeles,CA,3637,1.01,0,2597790.79763794,8738.72485868411
366,06037194300,6037194300,Los Angeles,CA,3033,0.96,0,2451781.17641068,10270.1494256678
367,06037194401,6037194401,Los Angeles,CA,2428,0.19,29,456096.068309784,2982.92152775516
368,06037194402,6037194402,Los Angeles,CA,3441,0.23,9,580270.903488159,4362.42011338806
369,06037194500,6037194500,Los Angeles,CA,2052,0.27,3,680899.026409149,4505.75243176857
370,06037261101,6037261101,Los Angeles,CA,3436,2.58,43,6221662.70947266,20058.5630833488
371,06037261102,6037261102,Los Angeles,CA,4418,3.08,0,7888367.57002258,16514.3725936353
372,06037700200,6037700200,Los Angeles,CA,6432,0.25,0,6845.42726516724,2136.62281099356
373,06037700300,6037700300,Los Angeles,CA,5834,0.22,0,3854.78099441528,1491.06530003499
374,06037700400,6037700400,Los Angeles,CA,5313,0.51,0,13388.504283905,3497.42336344933
375,06037700501,6037700501,Los Angeles,CA,3739,0.23,0,3504.83023452759,2211.38342883582
376,06037700502,6037700502,Los Angeles,CA,4289,0.19,0,3642.83006668091,687.275487547787
377,06037700600,6037700600,Los Angeles,CA,5686,2.18,0,36108.3032226563,7642.93550033481
378,06037700700,6037700700,Los Angeles,CA,3620,1.36,0,37369.6434020996,6058.98056060241
379,06037261200,6037261200,Los Angeles,CA,4360,2.93,73,7604807.12696075,18119.8661643768
380,06037123601,6037123601,Los Angeles,CA,5046,0.59,1921,1532931.27799606,5600.61258159118
381,06037123902,6037123902,Los Angeles,CA,2581,0.26,881,660836.302459717,3561.82310291638
382,06037124000,6037124000,Los Angeles,CA,4707,0.52,1712,1343727.41326523,5081.97926026316
383,06037124102,6037124102,Los Angeles,CA,3602,0.25,884,648339.333454132,3218.58912776635
384,06037124203,6037124203,Los Angeles,CA,2658,0.13,416,324772.1199646,2415.647297773
385,06037124204,6037124204,Los Angeles,CA,3291,0.13,448,324078.196292877,2413.69333785505
386,06037124300,6037124300,Los Angeles,CA,4100,0.34,1179,889438.907279968,3821.74520546613
387,06037124400,6037124400,Los Angeles,CA,4189,0.38,1284,973224.374809265,4018.74997538524
388,06037124500,6037124500,Los Angeles,CA,2820,0.32,1049,834023.393478394,4340.84731982324
389,06037124600,6037124600,Los Angeles,CA,3175,0.43,1452,1112494.68928909,4354.19006076843
390,06037124700,6037124700,Los Angeles,CA,4929,0.53,1828,1381666.20615005,5440.29899127135
391,06037124902,6037124902,Los Angeles,CA,2779,0.13,462,336737.072834015,2450.81298267356
